"Compound.Name","Column","z","QE.LinRange","QE.RF.ratio","QE.RSD","TQS.LinRange","TQS.RF.ratio","TQS.RSD","Compound.Type","Compound.Name_old","Compound.Name_figure","Compound.Name_SQL","Emperical.Formula","RT..min.","m.z","ionization_form","KEGG_Code","ChEBI_Code","Liquid.Fraction","Conc..uM","HILICMix","Date.added","Classyfire","Priority","KEGG_Names","PubChem_Code","PubChem_Formula","InChI_Key_Code","Canon_SMILES_Code","IUPAC_Code"
"Dihydroxyacetone phosphate","HILIC",-1,"10000 - >10000","0.52","12.5","500 - >10000","0.921","15.8","Calvin cycle intermediate","DHAP","DHAP","Dihydroxyacetone phosphate","C3H7O6P",12.86,168.990203,"[M-H]","cpd:C00111","ChEBI:16108","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Monosaccharides; level 6: Monosaccharide phosphates; kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Monosaccharides; level 6: Monosaccharide phosphates",NA,"Glycerone phosphate; Dihydroxyacetone phosphate; 3-Hydroxy-2-oxopropyl phosphate",668,"C3H7O6P","GNGACRATGGDKBX-UHFFFAOYSA-N","C(C(=O)COP(=O)(O)O)O","(3-hydroxy-2-oxopropyl) dihydrogen phosphate"
"Acetoacetyl-CoA","HILIC",-1,"100 - >10000","dl","dl","100 - >10000","0.055","69.1","Co-enzyme A","Acetoacetyl CoA","Acetoacetyl CoA","Acetoacetyl CoA","C25H40N7O18P3S",10.6,850.128524,"[M-H]","cpd:C00332","ChEBI:15345","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acyl thioesters; level 5: Acyl CoAs; level 6: 3-oxo-acyl CoAs",TRUE,"Acetoacetyl-CoA; Acetoacetyl coenzyme A; 3-Acetoacetyl-CoA",92153,"C25H40N7O18P3S","OJFDKHTZOUZBOS-CITAKDKDSA-N","CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O","S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-oxobutanethioate"
"Acetyl-CoA","HILIC",-1,"20 - >10000","0.692","17.5","<10 - >10000","0.955","17.6","Co-enzyme A","Acetyl CoA","Acetyl-CoA","Acetyl CoA","C23H38N7O17P3S",10.84,808.117959,"[M-H]","cpd:C00024","ChEBI:15351","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acyl thioesters; level 5: Acyl CoAs",TRUE,"Acetyl-CoA; Acetyl coenzyme A",NA,NA,"ZSLZBFCDCINBPY-ZSJPKINUSA-N","CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O","S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] ethanethioate"
"Crotonoyl-CoA","HILIC",-1,"100 - >10000","0.444","19.8","100 - >10000","0.761","16.8","Co-enzyme A","Crotonyl CoA","Crotonoyl-CoA","Crotonoyl CoA","C25H40N7O17P3S",8.45,834.133609,"[M-H]","cpd:C00877","ChEBI:15473","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acyl thioesters; level 5: Enoyl CoAs; level 6: 2-enoyl CoAs",TRUE,"Crotonoyl-CoA; Crotonyl-CoA; 2-Butenoyl-CoA; trans-But-2-enoyl-CoA; But-2-enoyl-CoA; (E)-But-2-enoyl-CoA; (2E)-But-2-enoyl-CoA",5497143,"C25H40N7O17P3S","KFWWCMJSYSSPSK-PAXLJYGASA-N","CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O","S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] (E)-but-2-enethioate"
"(S)-3-Hydroxybutyryl-CoA","HILIC",-1,"100 - >10000","0.622","20.4","20 - >10000","1.021","22.2","Co-enzyme A","Hydroxybutyryl CoA","Hydroxybutyryl CoA","Hydroxybutyryl CoA","C25H42N7O18P3S",11.545,852.144174,"[M-H]","cpd:C01144","ChEBI:15453","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acyl thioesters; level 5: Acyl CoAs; level 6: 3-hydroxyacyl CoAs; level 7: (S)-3-hydroxyacyl CoAs",TRUE,"(S)-3-Hydroxybutanoyl-CoA; (S)-3-Hydroxybutyryl-CoA",439419,"C25H42N7O18P3S","QHHKKMYHDBRONY-BEVJUKKNSA-N","CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O","S-[2-[3-[[4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] (3S)-3-hydroxybutanethioate"
"Malonyl-CoA","HILIC",-1,"100 - >10000","0.441","50","100 - >10000","0.281","10.7","Co-enzyme A","Malonyl CoA","Malonyl-CoA","Malonyl CoA","C24H38N7O19P3S",13.525,852.107789,"[M-H]","cpd:C00083","ChEBI:15531","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acyl thioesters; level 5: Acyl CoAs",TRUE,"Malonyl-CoA; Malonyl coenzyme A",644066,"C24H38N7O19P3S","LTYOQGRJFJAKNA-DVVLENMVSA-N","CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O","3-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-3-oxopropanoic acid"
"D-Methylmalonyl-CoA","HILIC",-1,"100 - >10000","0.625","17.5","20 - >10000","0.759","8.5","Co-enzyme A","Methyl Malonyl CoA","Methylmalonyl CoA","Methylmalonyl CoA","C25H40N7O19P3S",13.18,866.123439,"[M-H]","cpd:C00683","ChEBI:15466","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acyl thioesters; level 5: Acyl CoAs",TRUE,"(S)-Methylmalonyl-CoA; (S)-Methylmalonyl-coenzyme A; (2S)-Methylmalonyl-CoA; D-Methylmalonyl-CoA",NA,NA,"MZFOKIKEPGUZEN-IBNUZSNCSA-N","CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O","(2S)-3-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-methyl-3-oxopropanoic acid"
"Propionyl-CoA","HILIC",-1,"100 - >10000","0.527","20.5","20 - >10000","0.957","18","Co-enzyme A","Propionyl CoA","Propionyl-CoA","Propionyl CoA","C24H40N7O17P3S",8.83,822.133609,"[M-H]","cpd:C00100","ChEBI:15539","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acyl thioesters; level 5: Acyl CoAs",TRUE,"Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A",92753,"C24H40N7O17P3S","QAQREVBBADEHPA-IEXPHMLFSA-N","CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O","S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] propanethioate"
"Succinyl-CoA","HILIC",-1,"100 - >10000","0.637","17.5","20 - >10000","0.968","21.2","Co-enzyme A","Succinyl CoA","Succinyl-CoA","Succinyl CoA","C25H40N7O19P3S",12.965,866.123439,"[M-H]","cpd:C00091","ChEBI:15380","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acyl thioesters; level 5: Acyl CoAs",TRUE,"Succinyl-CoA; Succinyl coenzyme A",45266545,"C25H35N7O19P3S-5","VNOYUJKHFWYWIR-ITIYDSSPSA-I","CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-])O","4-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonatooxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4-oxobutanoate"
"Adenosine diphosphate","HILIC",-1,"100 - >10000","0.23","26.4","100 - >10000","1.108","17","Energy charge","ADP","ADP","Adenosine diphosphate","C10H15N5O10P2",12.09,426.021596,"[M-H]","cpd:C00008","ChEBI:16761","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleotides; subclass: Purine ribonucleotides; level 5: Purine ribonucleoside diphosphates",TRUE,"ADP; Adenosine 5'-diphosphate",NA,NA,"XTWYTFMLZFPYCI-KQYNXXCUSA-N","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N","[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate"
"Adenosine monophosphate","HILIC",-1,"100 - >10000","0.813","11.2","100 - >10000","1.035","8.4","Energy charge","AMP","AMP","Adenosine monophosphate","C10H14N5O7P",11.585,346.055262,"[M-H]","cpd:C00020","ChEBI:16027","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleotides; subclass: Purine ribonucleotides; level 5: Purine ribonucleoside monophosphates",TRUE,"AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate",6083,"C10H14N5O7P","UDMBCSSLTHHNCD-KQYNXXCUSA-N","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N","[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
"Adenosine triphosphate","HILIC",-1,"500 - >10000","0.209","75.8","100 - >10000","3.608","23.1","Energy charge","ATP","ATP","Adenosine triphosphate","C10H16N5O13P3",15.35,505.987929,"[M-H]","cpd:C00002","ChEBI:15422","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleotides; subclass: Purine ribonucleotides; level 5: Purine ribonucleoside triphosphates",TRUE,"ATP; Adenosine 5'-triphosphate",NA,NA,"ZKHQWZAMYRWXGA-KQYNXXCUSA-N","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N","[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate"
"Guanosine monophosphate","HILIC",-1,"100 - >10000","0.248","28.8","100 - >10000","0.577","13","Energy charge","GMP","GMP","Guanosine monophosphate","C10H14N5O8P",13.85,362.050178,"[M-H]","cpd:C00144","ChEBI:17345","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleotides; subclass: Purine ribonucleotides; level 5: Purine ribonucleoside monophosphates",TRUE,"GMP; Guanosine 5'-phosphate; Guanosine monophosphate; Guanosine 5'-monophosphate; Guanylic acid",NA,NA,"RQFCJASXJCIDSX-UUOKFMHZSA-N","C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N","[(2R,3S,4R,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
"Guanosine triphosphate","HILIC",-1,"100 - >10000","0.493","92.4","500 - >10000","1.978","20.5","Energy charge","GTP","GTP","Guanosine triphosphate","C10H16N5O14P3",16.58,521.982844,"[M-H]","cpd:C00044","ChEBI:15996","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleotides; subclass: Purine ribonucleotides; level 5: Purine ribonucleoside triphosphates",TRUE,"GTP; Guanosine 5'-triphosphate",NA,NA,"XKMLYUALXHKNFT-UUOKFMHZSA-N","C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N","[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate"
"Sarcosine","HILIC",1,"1000 - >10000","0.628","28","20 - 1000","0.397","5.8","Glycine metabolite","Sarcosine","Sarcosine","Sarcosine","C3H7NO2",10.6,90.055504,"[M+H]","cpd:C00213","ChEBI:15611","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids",TRUE,"Sarcosine; N-Methylglycine",1088,"C3H7NO2","FSYKKLYZXJSNPZ-UHFFFAOYSA-N","CNCC(=O)O","2-(methylamino)acetic acid"
"Acetyl-CoA, 13C2","HILIC",-1,NA,NA,NA,NA,NA,NA,"Internal Standard","Acetyl CoA, 13C2","Acetyl-CoA, 13C2","Acetyl CoA 13C2","C21C(13)2H38N7O17P3S",10.84,810.1252,"[M-H]",NA,NA,"Aq",1,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"Adenosine monophosphate, 15N5","HILIC",-1,NA,NA,NA,NA,NA,NA,"Internal Standard","Adenosine monophosphate, 15N5","AMP, 15N5","AMP 15N5","C10H13N(15)5O7P",11.585,351.0411,"[M-H]",NA,NA,"Aq",5,NA,170301,NA,NA,NA,NA,NA,NA,NA,NA
"DL-Alanine, 2H3","HILIC",1,NA,NA,NA,NA,NA,NA,"Internal Standard","DL-Alanine, D3","DL-Alanine, 2H3","DL Alanine 2H3","C3H4D3NO2",11.3,93.0738,"[M+H]",NA,NA,"Aq",5,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"DL-Histidine, 15N","HILIC",1,NA,NA,NA,NA,NA,NA,"Internal Standard","DL-Histidine, 15N","DL-Histidine, 15N","DL Histidine 15N","C6H9N3N(15)O2",11.45,157.0738,"[M+H]",NA,NA,"Aq",2.5,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"DL-Proline, 2H7","HILIC",1,NA,NA,NA,NA,NA,NA,"Internal Standard","DL-Proline, D7","DL-Proline, 2H7","DL Proline 2H7","C5H3D7NO2",9.49,123.1145,"[M+H]",NA,NA,"Aq",1,NA,170301,NA,TRUE,NA,NA,NA,NA,NA,NA
"DL-Valine, 2H8","HILIC",1,NA,NA,NA,NA,NA,NA,"Internal Standard","DL-Valine, D8","DL-Valine, 2H8","DL Valine 2H8","C5H4D8NO2",9.09,126.1365,"[M+H]",NA,NA,"Aq",1,NA,170301,NA,TRUE,NA,NA,NA,NA,NA,NA
"Guanosine monophosphate, 15N5","HILIC",-1,NA,NA,NA,NA,NA,NA,"Internal Standard","Guanosine monophosphate, 15N5","GMP, 15N5","GMP 15N5","C10H13N(15)5O8P",13.85,367.0364,"[M-H]",NA,NA,"Aq",2,NA,170301,NA,NA,NA,NA,NA,NA,NA,NA
"Isethionic acid, 13C2","HILIC",-1,NA,NA,NA,NA,NA,NA,"Internal Standard","Isethionic Acid, 13C2","Isethionic acid, 13C2","Isethionic acid 13C2","C(13)2H6O4S",7.2,126.9981,"[M-H]",NA,NA,"Aq",0.5,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"L-Cysteic acid, 2H3","HILIC",-1,NA,NA,NA,NA,NA,NA,"Internal Standard","L-Cysteic Acid, D3","L-Cysteic acid, 2H3","L Cysteic acid 2H3","C3D3H4NO5S",12.15,171.0161,"[M-H]",NA,NA,"Aq",1,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"L-Isoleucine, 15N","HILIC",1,NA,NA,NA,NA,NA,NA,"Internal Standard","L-Isoleucine, 15N","L-Isoleucine, 15N","L Isoleucine 15N","C6H13N(15)O2",8.17,133.0989,"[M+H]",NA,NA,"Aq",0.5,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"L-Methionine, 2H3","HILIC",1,NA,NA,NA,NA,NA,NA,"Internal Standard","L-Methionine, D3","L-Methionine, 2H3","L Methionine 2H3","C5D3H8NO2S",7.96,153.0771,"[M+H]",NA,NA,"Aq",1,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"Succinic acid, 2H4","HILIC",-1,NA,NA,NA,NA,NA,NA,"Internal Standard","Succinic Acid, D4","Succinic acid, 2H4","Succinic acid 2H4","C4D4H2O4",11.9,121.0444,"[M-H]",NA,NA,"Aq",10,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"Sucrose, 13C","HILIC",-1,NA,NA,NA,NA,NA,NA,"Internal Standard","Sucrose, 13C","Sucrose, 13C","Sucrose 13C","C(13)12H22O11",11.77,353.1497,"[M-H]",NA,NA,"Aq",5,NA,170601,NA,TRUE,NA,NA,NA,NA,NA,NA
"Sulfoacetic acid, 13C2","HILIC",-1,NA,NA,NA,NA,NA,NA,"Internal Standard","Sulfoacetic Acid, 13C2","Sulfoacetic acid, 13C2","Sulfoacetic acid 13C2","C(13)2H4O5S",13.9,140.9774,"[M-H]",NA,NA,"Aq",2.5,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"3-Sulfolactate, 13C3","HILIC",-1,NA,NA,NA,NA,NA,NA,"Internal Standard","Sulfolactic Acid, 13C3","3-Sulfolactate, 13C3","Sulfolactate 13C3","C(13)2H5O4S",13.27,171.9913,"[M-H]",NA,NA,"Aq",1,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"Taurine, 2H4","HILIC",-1,NA,NA,NA,NA,NA,NA,"Internal Standard","Taurine, D4","Taurine, 2H4","Taurine 2H4","C2D4H3NO3S",10,128.0325,"[M-H]",NA,NA,"Aq",1,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"Trehalose, 13C","HILIC",-1,NA,NA,NA,NA,NA,NA,"Internal Standard","Trehalose, 13C","Trehalose, 13C","Trehalose 13C","C(13)12H22O11",12.63,353.1497,"[M-H]",NA,NA,"Aq",5,NA,170601,NA,TRUE,NA,NA,NA,NA,NA,NA
"Glycine betaine, 13C5, 15N","HILIC",1,NA,NA,NA,NA,NA,NA,"Internal Standard","Betaine, 13C5-15N","Glycine betaine, 13C5, 15N","Glycine betaine 13C5 15N","C(13)5H11N(15)O2",7.27,124.1006,"[M+H]",NA,NA,"Aq",1,NA,190514,NA,TRUE,NA,NA,NA,NA,NA,NA
"Adenine, 15N2","HILIC",1,NA,NA,NA,NA,NA,NA,"Internal Standard","Adenine, 15N2","Adenine, 15N2","Adenine 15N2","C5H5N(15)2N3",4.64,138.0564,"[M+H]",NA,NA,"Aq",1,NA,190514,NA,TRUE,NA,NA,NA,NA,NA,NA
"Cytosine, 13C2, 15N3","HILIC",1,NA,NA,NA,NA,NA,NA,"Internal Standard","Cytosine, 13C2-15N3","Cytosine, 13C2, 15N3","Cytosine 13C2 15N3","C(13)2C2H5N(15)3O",6.82,117.0489,"[M+H]",NA,NA,"Aq",2,NA,190514,NA,TRUE,NA,NA,NA,NA,NA,NA
"Guanine, 13C, 15N2","HILIC",1,NA,NA,NA,NA,NA,NA,"Internal Standard","Guanine, 13C-15N2","Guanine, 13C, 15N2","Guanine 13C 15N2","C(13)C4H5N(15)2N3O",8.18,155.0547,"[M+H]",NA,NA,"Aq",2,NA,190514,NA,TRUE,NA,NA,NA,NA,NA,NA
"Thymine, 2H4","HILIC",-1,NA,NA,NA,NA,NA,NA,"Internal Standard","Thymine, D4","Thymine, 2H4","Thymine 2H4","C5D4H2N2O2",3.06,129.0602,"[M-H]",NA,NA,"Aq",6,NA,190514,NA,TRUE,NA,NA,NA,NA,NA,NA
"Uracil, 15N2, 2H2","HILIC",-1,NA,NA,NA,NA,NA,NA,"Internal Standard","Uracil, 15N2-D2","Uracil, 15N2, 2H2","Uracil 15N2 2H2","C4D2H2N(15)2O2",3.73,115.0261,"[M-H]",NA,NA,"Aq",8,NA,190514,NA,TRUE,NA,NA,NA,NA,NA,NA
"Arsenobetaine, 13C2","HILIC",1,NA,NA,NA,NA,NA,NA,"Internal Standard","Arsenobetaine, 13C2","Arsenobetaine, 13C2","Arsenobetaine 13C2","C(13)2C3H12AsO2",7.24,181.0114,"[M+H]",NA,NA,"Aq",1,NA,190715,NA,TRUE,NA,NA,NA,NA,NA,NA
"Homarine, 2H3","HILIC",1,NA,NA,NA,NA,NA,NA,"Internal Standard","Homarine, 2H3","Homarine, 2H3","Homarine 2H3","C7D3H4NO2",6.19,141.0743,"[M+H]",NA,NA,"Aq",4,NA,191017,NA,TRUE,NA,NA,NA,NA,NA,NA
"3',5'-Cyclic AMP","HILIC",-1,"100 - >10000","0.661","18.7","<10 - 1000","0.859","6.7","Intracellular signaling","cAMP","cAMP","cAMP","C10H12N5O6P",4.06,328.044698,"[M-H]","cpd:C00575","ChEBI:17489","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleotides; subclass: Cyclic purine nucleotides; level 5: 3',5'-cyclic purine nucleotides",TRUE,"3',5'-Cyclic AMP; Cyclic adenylic acid; Cyclic AMP; Adenosine 3',5'-phosphate; Adenosine 3',5'-cyclic phosphate; cAMP",NA,NA,"IVOMOUWHDPKRLL-KQYNXXCUSA-N","C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O","(4aR,6R,7R,7aS)-6-(6-aminopurin-9-yl)-2-hydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-ol"
"3',5'-Cyclic GMP","HILIC",-1,"20 - >10000","0.598","19.1","<10 - >10000","0.822","6.4","Intracellular signaling","cGMP","cGMP","cGMP","C10H12N5O7P",8.8,344.039613,"[M-H]","cpd:C00942","ChEBI:16356","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleotides; subclass: Cyclic purine nucleotides; level 5: 3',5'-cyclic purine nucleotides",TRUE,"3',5'-Cyclic GMP; Guanosine 3',5'-cyclic monophosphate; Guanosine 3',5'-cyclic phosphate; Cyclic GMP; cGMP",NA,NA,"ZOOGRGPOEVQQDX-UUOKFMHZSA-M","C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)[O-]","9-[(4aR,6R,7R,7aS)-7-hydroxy-2-oxido-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-1H-purin-6-one"
"3',5'-Cyclic diGMP","HILIC",-1,"100 - >10000","0.776","13.3","20 - >10000","0.886","15.8","Intracellular signaling","Cyclic diGMP","Cyclic diGMP","Cyclic diGMP","C20H24N10O14P2",13.74,689.087051,"[M-H]","cpd:C16463","ChEBI:49537","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: (3'->5')-dinucleotides and analogues; subclass: (3'->5')-cyclic dinucleotides and analogues; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: (3'->5')-dinucleotides and analogues; subclass: (3'->5')-cyclic dinucleotides and analogues",NA,"3',5'-Cyclic diGMP; cdiGMP; 3',5'-Cyclic diguanylic acid; Bis-(3',5')-cyclic diGMP; Cyclic di-3',5'-guanylate",NA,NA,"PKFDLKSEZWEFGL-MHARETSRSA-N","C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(OCC5C(C(C(O5)N6C=NC7=C6N=C(NC7=O)N)O)OP(=O)(O1)O)O","2-amino-9-[(1S,6R,8R,9R,10S,15R,17R,18R)-17-(2-amino-6-oxo-1H-purin-9-yl)-3,9,12,18-tetrahydroxy-3,12-dioxo-2,4,7,11,13,16-hexaoxa-3ÃŽÂ»5,12ÃŽÂ»5-diphosphatricyclo[13.3.0.06,10]octadecan-8-yl]-1H-purin-6-one"
"2,5-Dihydroxybenzoic acid","HILIC",-1,"500 - >10000","0.745","7.2","20 - >10000","0.969","2.8","Lignin","Resorcylic Acid","Resorcylic acid","Resorcylic acid","C7H6O4",4.08,153.018785,"[M-H]","cpd:C00628","ChEBI:17189","Aq",4.8,"Mix2",160401,"kingdom: Organic compounds; superclass: Benzenoids; class: Benzene and substituted derivatives; subclass: Benzoic acids and derivatives; level 5: Hydroxybenzoic acid derivatives",TRUE,"2,5-Dihydroxybenzoate; 2,5-Dihydroxybenzoic acid; Gentisic acid; Hydroquinonecarboxylic acid; Gentisate",3469,"C7H6O4","WXTMDXOMEHJXQO-UHFFFAOYSA-N","C1=CC(=C(C=C1O)C(=O)O)O","2,5-dihydroxybenzoic acid"
