"C0","Latest.ChEBI","Compound.Type","Column","Compound.Name","Compound.Name_old","Compound.Name_figure","Compound.Name_SQL","QE.LinRange","QE.RF.ratio","QE.RSD","TQS.LinRange","TQS.RF.ratio","TQS.RSD","Emperical.Formula","RT..min.","m.z","ionization_form","z","Fraction1","Fraction2","Conc..uM","HILICMix","Date.added","CHEBI","KEGGNAME","name"
"cpd:C00188","ChEBI:16857","Amino Acid","HILIC","L-Threonine","Threonine","Threonine","Threonine","1000 - >10000","0.694","12.9","100 - >10000","0.715","11.2","C4H9NO3",10.92,120.066069,"[M+H]",1,"HILICPos",NA,4,"Mix1",160401,"ChEBI:16857","L-Threonine; 2-Amino-3-hydroxybutyric acid","L-Threonine; 2-Amino-3-hydroxybutyric acid"
"cpd:C00214","ChEBI:17748","Nucleoside","HILIC","Thymidine","Thymidine","Thymidine","Thymidine","1000 - >10000","0.909","17.7","500 - 1000","1.336","21.1","C10H14N2O5",3.27,241.082448,"[M-H]",-1,"HILICNeg",NA,4,"Mix1",160401,"ChEBI:17748","Thymidine; Deoxythymidine","Thymidine; Deoxythymidine"
"cpd:C00178","ChEBI:17821","Nucleic Acid","HILIC","Thymine","Thymine","Thymine","Thymine",NA,NA,NA,NA,NA,NA,"C5H6N2O2",3.02,127.050753,"[M+H]",1,"HILICPos",NA,4,"Mix2",160401,"ChEBI:17821","Thymine; 5-Methyluracil","Thymine; 5-Methyluracil"
"cpd:C00178","ChEBI:17821","Nucleic Acid","HILIC","Thymine","Thymine","Thymine","Thymine","100 - >10000","0.913","10.4","100 - 1000","1.113","2.5","C5H6N2O2",3.02,125.035103,"[M-H]",-1,"HILICNeg",NA,4,"Mix2",160401,"ChEBI:17821","Thymine; 5-Methyluracil","Thymine; 5-Methyluracil"
"cpd:C01157","ChEBI:18095","Amino Acid - collagen","HILIC","Hydroxyproline","trans Hydroxyl proline","THP","Hydroxyproline","20 - >10000","0.764","13.5","<10 - >10000","0.726","7","C5H9NO3",10.07,132.066069,"[M+H]",1,"HILICPos",NA,4,"Mix1",160401,"ChEBI:18095","Hydroxyproline; L-Hydroxyproline; trans-4-Hydroxy-L-proline","Hydroxyproline; L-Hydroxyproline; trans-4-Hydroxy-L-proline"
"cpd:C01083","ChEBI:16551","Antioxidant","HILIC","Trehalose","Trehalose","Trehalose","Trehalose","100 - >10000","0.751","18.1","500 - >10000","1.046","8.4","C12H22O11",13,341.10839,"[M-H]",-1,"HILICNeg",NA,4,"Mix2",160401,"ChEBI:16551","alpha,alpha-Trehalose; alpha,alpha'-Trehalose; Trehalose","alpha,alpha-Trehalose; alpha,alpha'-Trehalose; Trehalose"
"cpd:C01004","ChEBI:18123","New","HILIC","Trigonelline","Trigonelline","Trigonelline","Trigonelline",NA,NA,NA,NA,NA,NA,"C7H7NO2",8.36,138.055503,"[M+H]",1,"HILICPos",NA,0.5,"Mix1",170331,"ChEBI:18123","N-Methylnicotinate; Trigonelline; Trigenelline; 1-Methylpyridinio-3-carboxylate; Betaine nicotinate; Caffearin; Gynesine","N-Methylnicotinate; Trigonelline; Trigenelline; 1-Methylpyridinio-3-carboxylate; Betaine nicotinate; Caffearin; Gynesine"
"cpd:C00565","ChEBI:18139","New2","HILIC","Trimethylamine","Trimethylamine","Trimethylamine","Trimethylamine",NA,NA,NA,NA,NA,NA,"C3H9N",5.96,60.081324,"[M+H]",1,"HILICPos",NA,10,"Mix1",180130,"ChEBI:18139","Trimethylamine; (CH3)3N; N,N-Dimethylmethanamine","Trimethylamine; (CH3)3N; N,N-Dimethylmethanamine"
"cpd:C01104","ChEBI:15724","New2","HILIC","Trimethylamine N-oxide","Trimethylamine N-oxide","TMAO","TMAO",NA,NA,NA,NA,NA,NA,"C3H9NO",6.59,76.076239,"[M+H]",1,"HILICPos",NA,4,"Mix1",180130,"ChEBI:15724","Trimethylamine N-oxide; (CH3)3NO","Trimethylamine N-oxide; (CH3)3NO"
"cpd:C00043","ChEBI:16264","Nucleotide sugar","HILIC","UDP-N-acetylglucosamine","UDP-glucosamine","UDP-glucosamine","UDP glucosamine","20 - >10000","0.881","16.5","100 - >10000","1.068","12.3","C17H27N3O17P2",12.75,606.073753,"[M-H]",-1,"HILICNeg",NA,4,"Mix2",160401,"ChEBI:16264","UDP-N-acetyl-alpha-D-glucosamine; UDP-N-acetyl-D-glucosamine; UDP-N-acetylglucosamine","UDP-N-acetyl-alpha-D-glucosamine; UDP-N-acetyl-D-glucosamine; UDP-N-acetylglucosamine"
"cpd:C00029","ChEBI:167608","Nucleotide sugar","HILIC","UDP-glucose","UDP-glucose","UDP-glucose","UDP glucose","20 - >10000","0.747","14.6","<10 - >10000","0.928","9.4","C15H24N2O17P2",13.59,565.047204,"[M-H]",-1,"HILICNeg",NA,4,"Mix2",160401,"ChEBI:18066","UDP-glucose; UDPglucose; UDP-D-glucose; Uridine diphosphate glucose; UDP-alpha-D-glucose","UDP-glucose; UDPglucose; UDP-D-glucose; Uridine diphosphate glucose; UDP-alpha-D-glucose"
"cpd:C00106","ChEBI:17568","Nucleic Acid","HILIC","Uracil","Uracil","Uracil","Uracil","500 - 1000","0.825","5.2","20 - 1000","0.794","11","C4H4N2O2",4,111.019453,"[M-H]",-1,"HILICNeg",NA,4,"Mix2",160401,"ChEBI:17568","Uracil","Uracil"
"cpd:C00299","ChEBI:16704","Nucleoside","HILIC","Uridine","Uridine","Uridine","Uridine","100 - >10000","0.91","13.1","<10 - 1000","0.965","22.1","C9H12N2O6",6.02,243.061713,"[M-H]",-1,"HILICNeg",NA,4,"Mix2",160401,"ChEBI:16704","Uridine","Uridine"
"cpd:C00183","ChEBI:16414","Amino Acid","HILIC","L-Valine","Valine","Valine","Valine","100 - >10000","0.762","7.7","<10 - 1000","0.438","14.9","C5H11NO2",9.09,118.086804,"[M+H]",1,"HILICPos",NA,4,"Mix1",160401,"ChEBI:16414","L-Valine; 2-Amino-3-methylbutyric acid","L-Valine; 2-Amino-3-methylbutyric acid"
"cpd:C03392","ChEBI:4623","New3","HILIC","Dimethylsulfonioacetate","Dimethylsulfonioacetate (DMS-Ac)","DMS-Ac","Dimethylsulfonioacetate",NA,NA,NA,NA,NA,NA,"C4H9O2S",8.39,121.032327,"[M]",1,"HILICPos",NA,4,"Mix2",180701,"ChEBI:16471","Dimethylsulfonioacetate","Dimethylsulfonioacetate"
"cpd:C21513",NA,"New3","HILIC","Turicine","Turicine","Turicine","Turicine",NA,NA,NA,NA,NA,NA,"C7H13NO3",8.48,160.097369,"[M+H]",1,"HILICPos",NA,4,"Mix2",180701,"ChEBI:85534","Turicine; (+)-Turicine; cis-4-Hydroxy-D-proline betaine","Turicine; (+)-Turicine; cis-4-Hydroxy-D-proline betaine"
"cpd:C08269","ChEBI:85533","New3","HILIC","Betonicine","Betonicine","Betonicine","Betonicine",NA,NA,NA,NA,NA,NA,"C7H13NO3",8.45,160.097369,"[M+H]",1,"HILICPos",NA,4,"Mix2",180701,"ChEBI:85533","(-)-Betonicine; Betonicine; trans-4-Hydroxy-L-proline betaine","(-)-Betonicine; Betonicine; trans-4-Hydroxy-L-proline betaine"
"cpd:C00232","ChEBI:16265","New3","HILIC","Succinic semialdehyde","Succinic semialdehyde","SSA","Succinic semialdehyde",NA,NA,NA,NA,NA,NA,"C4H6O3",6.51,101.02387,"[M-H]",-1,"HILICNeg",NA,4,"Mix2",180701,"ChEBI:16265","Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate","Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate"
"cpd:C19331","ChEBI:82392","New3","HILIC","Arsenobetaine","Arsenobetaine","Arsenobetaine","Arsenobetaine",NA,NA,NA,NA,NA,NA,"C5H11AsO2",7.06,179.005326,"[M+H]",1,"HILICPos",NA,4,"Mix2",180701,"ChEBI:82392","Arsenobetaine","Arsenobetaine"
"cpd:C19331","ChEBI:82392","New3","RP","Arsenobetaine","Arsenobetaine","Arsenobetaine","Arsenobetaine",NA,NA,NA,NA,NA,NA,"C5H11AsO2",0.72,179.005326,"[M+H]",1,"CyanoAq","CyanoDCM",NA,NA,180701,"ChEBI:82392","Arsenobetaine","Arsenobetaine"
"cpd:C05944","ChEBI:27373","New3","HILIC","Dexpanthenol","Dexpanthenol","Dexpanthenol","Dexpanthenol",NA,NA,NA,NA,NA,NA,"C9H19NO4",2.27,206.139234,"[M+H]",1,"HILICPos",NA,4,"Mix2",180701,"ChEBI:27373","Pantothenol; (R)-2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide; Dexpanthenol; 2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide; (+)-Panthenol; Bepanthen; Bepanthene; Bepantol; D-(+)-2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutyramide; Cozyme; D(+)-Panthenol; D(+)-Pantothenyl alcohol; D-P-A Injection; D-Panthenol; d-Pantothenol; d-Pantothenyl alcohol; Ilopan; Motilyn; Panadon; Panthenol; Panthoderm; Pantol; Pantothenyl alcohol; N-Pantoyl-propanolamine; Provitamin B; Synapan; Thenalton; Zentinic","Pantothenol; (R)-2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide; Dexpanthenol; 2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide; (+)-Panthenol; Bepanthen; Bepanthene; Bepantol; D-(+)-2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutyramide; Cozyme; D(+)-Panthenol; D(+)-Pantothenyl alcohol; D-P-A Injection; D-Panthenol; d-Pantothenol; d-Pantothenyl alcohol; Ilopan; Motilyn; Panadon; Panthenol; Panthoderm; Pantol; Pantothenyl alcohol; N-Pantoyl-propanolamine; Provitamin B; Synapan; Thenalton; Zentinic"
"cpd:C05944","ChEBI:27373","New3","RP","Dexpanthenol","Dexpanthenol","Dexpanthenol","Dexpanthenol",NA,NA,NA,NA,NA,NA,"C9H19NO4",1.11,206.139234,"[M+H]",1,"CyanoAq","CyanoDCM",0.25,NA,180701,"ChEBI:27373","Pantothenol; (R)-2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide; Dexpanthenol; 2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide; (+)-Panthenol; Bepanthen; Bepanthene; Bepantol; D-(+)-2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutyramide; Cozyme; D(+)-Panthenol; D(+)-Pantothenyl alcohol; D-P-A Injection; D-Panthenol; d-Pantothenol; d-Pantothenyl alcohol; Ilopan; Motilyn; Panadon; Panthenol; Panthoderm; Pantol; Pantothenyl alcohol; N-Pantoyl-propanolamine; Provitamin B; Synapan; Thenalton; Zentinic","Pantothenol; (R)-2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide; Dexpanthenol; 2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide; (+)-Panthenol; Bepanthen; Bepanthene; Bepantol; D-(+)-2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutyramide; Cozyme; D(+)-Panthenol; D(+)-Pantothenyl alcohol; D-P-A Injection; D-Panthenol; d-Pantothenol; d-Pantothenyl alcohol; Ilopan; Motilyn; Panadon; Panthenol; Panthoderm; Pantol; Pantothenyl alcohol; N-Pantoyl-propanolamine; Provitamin B; Synapan; Thenalton; Zentinic"
"cpd:C06335","ChEBI:27500","New3","HILIC","Sulfanilic acid","Sulfanilic Acid","Sulfanilic Acid","Sulfanilic acid",NA,NA,NA,NA,NA,NA,"C6H7NO3S",7.23,172.006841,"[M-H]",-1,"HILICNeg",NA,4,"Mix2",180701,"ChEBI:20313","4-Aminobenzenesulfonate; 4-Aminobenzenesulfonic acid; p-Aminobenzenesulfonic acid; Sulfanilic acid","4-Aminobenzenesulfonate; 4-Aminobenzenesulfonic acid; p-Aminobenzenesulfonic acid; Sulfanilic acid"
"cpd:C00294","ChEBI:17596","New3","HILIC","Inosine","Inosine","Inosine","Inosine",NA,NA,NA,NA,NA,NA,"C10H12N4O5",7.57,269.088596,"[M+H]",1,"HILICPos",NA,4,"Mix2",180701,"ChEBI:17596","Inosine","Inosine"
"cpd:C00294","ChEBI:17596","New3","HILIC","Inosine","Inosine","Inosine","Inosine",NA,NA,NA,NA,NA,NA,"C10H12N4O5",7.57,267.072946,"[M-H]",-1,"HILICNeg",NA,4,"Mix2",180701,"ChEBI:17596","Inosine","Inosine"
"cpd:C00294","ChEBI:17596","New3","RP","Inosine","Inosine","Inosine","Inosine",NA,NA,NA,NA,NA,NA,"C10H12N4O5",1.01,269.088596,"[M+H]",1,"CyanoAq","CyanoDCM",NA,NA,180701,"ChEBI:17596","Inosine","Inosine"
"cpd:C06199","ChEBI:5764","New3","HILIC","Hordenine","Hordenine","Hordenine","Hordenine",NA,NA,NA,NA,NA,NA,"C10H15NO",3.34,166.123189,"[M+H]",1,"HILICPos",NA,4,"Mix2",180701,"ChEBI:5764","Hordenine; 4-[2-(Dimethylamino)ethyl]phenol","Hordenine; 4-[2-(Dimethylamino)ethyl]phenol"
"cpd:C06199","ChEBI:5764","New3","RP","Hordenine","Hordenine","Hordenine","Hordenine",NA,NA,NA,NA,NA,NA,"C10H15NO",1.29,166.123189,"[M+H]",1,"CyanoAq","CyanoDCM",NA,NA,180701,"ChEBI:5764","Hordenine; 4-[2-(Dimethylamino)ethyl]phenol","Hordenine; 4-[2-(Dimethylamino)ethyl]phenol"
"cpd:C00785","ChEBI:27247","New3","HILIC","Urocanic acid","Imidazoleacrylic Acid","Imidazoleacrylic Acid","Urocanic acid",NA,NA,NA,NA,NA,NA,"C6H6N2O2",8.16,139.050753,"[M+H]",1,"HILICPos",NA,4,"Mix2",180701,"ChEBI:27248","Urocanate; Urocanic acid","Urocanate; Urocanic acid"
"cpd:C00785","ChEBI:27247","New3","HILIC","Urocanic acid","Imidazoleacrylic Acid","Imidazoleacrylic Acid","Urocanic acid",NA,NA,NA,NA,NA,NA,"C6H6N2O2",8.16,137.035103,"[M-H]",-1,"HILICNeg",NA,4,"Mix2",180701,"ChEBI:27248","Urocanate; Urocanic acid","Urocanate; Urocanic acid"
"cpd:C20802",NA,"New3","HILIC","Hydroxyisoleucine","4-Hydroxyisoleucine","4-Hydroxyisoleucine","Hydroxyisoleucine",NA,NA,NA,NA,NA,NA,"C6H13NO3",8.34,148.097369,"[M+H]",1,"HILICPos",NA,4,"Mix2",180701,"ChEBI:79079","(4S)-4-Hydroxy-L-isoleucine; Hydroxyisoleucine","(4S)-4-Hydroxy-L-isoleucine; Hydroxyisoleucine"
"cpd:C20802",NA,"New3","HILIC","Hydroxyisoleucine","4-Hydroxyisoleucine","4-Hydroxyisoleucine","Hydroxyisoleucine",NA,NA,NA,NA,NA,NA,"C6H13NO3",8.34,146.081719,"[M-H]",-1,"HILICNeg",NA,4,"Mix2",180701,"ChEBI:79079","(4S)-4-Hydroxy-L-isoleucine; Hydroxyisoleucine","(4S)-4-Hydroxy-L-isoleucine; Hydroxyisoleucine"
"cpd:C00559","ChEBI:17256","New3","HILIC","Deoxyadenosine","Deoxyadenosine","Deoxyadenosine","Deoxyadenosine",NA,NA,NA,NA,NA,NA,"C10H13N5O3",3.44,252.109665,"[M+H]",1,"HILICPos",NA,4,"Mix2",180701,"ChEBI:17256","Deoxyadenosine; 2'-Deoxyadenosine","Deoxyadenosine; 2'-Deoxyadenosine"
"cpd:C00559","ChEBI:17256","New3","RP","Deoxyadenosine","Deoxyadenosine","Deoxyadenosine","Deoxyadenosine",NA,NA,NA,NA,NA,NA,"C10H13N5O3",1.14,252.109665,"[M+H]",1,"CyanoAq","CyanoDCM",NA,NA,180701,"ChEBI:17256","Deoxyadenosine; 2'-Deoxyadenosine","Deoxyadenosine; 2'-Deoxyadenosine"
"cpd:C00099","ChEBI:16958","New3","HILIC","beta-Alanine","beta-Alanine","b-Alanine","b Alanine",NA,NA,NA,NA,NA,NA,"C3H7NO2",11.39,90.055504,"[M+H]",1,"HILICPos",NA,4,"Mix2",180701,"ChEBI:16958","beta-Alanine; 3-Aminopropionic acid; 3-Aminopropanoate","beta-Alanine; 3-Aminopropionic acid; 3-Aminopropanoate"
"cpd:C08737","ChEBI:27915","New3","HILIC","Melamine","Melamine","Melamine","Melamine",NA,NA,NA,NA,NA,NA,"C3H6N6",6.68,127.073219,"[M+H]",1,"HILICPos",NA,4,"Mix2",180701,"ChEBI:27915","Melamine; 2,4,6-Triamino-1,3,5-triazine","Melamine; 2,4,6-Triamino-1,3,5-triazine"
"cpd:C00208","ChEBI:17306","New3","HILIC","Maltose","Maltose","Maltose","Maltose",NA,NA,NA,NA,NA,NA,"C12H22O11",12.31,341.10839,"[M-H]",-1,"HILICNeg",NA,4,"Mix2",180701,"ChEBI:17306","Maltose; Malt sugar; alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose","Maltose; Malt sugar; alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose"
"cpd:C00243","ChEBI:17716","New3","HILIC","Lactose","Lactose","Lactose","Lactose",NA,NA,NA,NA,NA,NA,"C12H22O11",12.53,341.10839,"[M-H]",-1,"HILICNeg",NA,4,"Mix2",180701,"ChEBI:17716","Lactose; 1-beta-D-Galactopyranosyl-4-D-glucopyranose; beta-D-Gal-(1->4)-D-Glc; Milk sugar","Lactose; 1-beta-D-Galactopyranosyl-4-D-glucopyranose; beta-D-Gal-(1->4)-D-Glc; Milk sugar"
"cpd:C00243","ChEBI:17716","New3","HILIC","Lactose","Lactose","Lactose","Lactose",NA,NA,NA,NA,NA,NA,"C12H22O11",12.53,343.12404,"[M+H]",1,"HILICPos",NA,4,"Mix2",180701,"ChEBI:17716","Lactose; 1-beta-D-Galactopyranosyl-4-D-glucopyranose; beta-D-Gal-(1->4)-D-Glc; Milk sugar","Lactose; 1-beta-D-Galactopyranosyl-4-D-glucopyranose; beta-D-Gal-(1->4)-D-Glc; Milk sugar"
"cpd:C01996","ChEBI:15355","New4","HILIC","Acetylcholine","Acetylcholine","Acetylcholine","Acetylcholine",NA,NA,NA,NA,NA,NA,"C7H16NO2",13.37,146.118104,"[M]",1,"HILICPos",NA,4,"Mix2",190514,"ChEBI:15355","Acetylcholine; O-Acetylcholine","Acetylcholine; O-Acetylcholine"
"cpd:C00606","ChEBI:16345","New4","HILIC","L-Cysteinesulfinic acid","Cysteinesulfinic acid","CSA","CSA",NA,NA,NA,NA,NA,NA,"C3H7NO4S",10.74,154.017406,"[M+H]",1,"HILICPos",NA,5,"Mix2",190514,"ChEBI:16345","3-Sulfino-L-alanine; L-Cysteinesulfinic acid; 3-Sulphino-L-alanine; 3-Sulfinoalanine","3-Sulfino-L-alanine; L-Cysteinesulfinic acid; 3-Sulphino-L-alanine; 3-Sulfinoalanine"
"cpd:C00606","ChEBI:16345","New4","HILIC","L-Cysteinesulfinic acid","Cysteinesulfinic acid","CSA","CSA",NA,NA,NA,NA,NA,NA,"C3H7NO4S",10.74,152.001756,"[M-H]",-1,"HILICNeg",NA,5,"Mix2",190514,"ChEBI:16345","3-Sulfino-L-alanine; L-Cysteinesulfinic acid; 3-Sulphino-L-alanine; 3-Sulfinoalanine","3-Sulfino-L-alanine; L-Cysteinesulfinic acid; 3-Sulphino-L-alanine; 3-Sulfinoalanine"
"cpd:C08263","ChEBI:28825","New4","HILIC","beta-Alaninebetaine","Trimethylammonium Propionate (TMAP)","TMAP","TMAP",NA,NA,NA,NA,NA,NA,"C6H13NO2",9.38,132.1018,"[M+H]",1,"HILICPos",NA,4,"Mix2",190514,"ChEBI:28825","beta-Alaninebetaine; beta-Alanine betaine; Propiobetaine; Trimethylalanine","beta-Alaninebetaine; beta-Alanine betaine; Propiobetaine; Trimethylalanine"
"cpd:C02376","ChEBI:27551","New5","HILIC","5-Methylcytosine","5-Methylcytosine","5-Methylcytosine","Methylcytosine",NA,NA,NA,NA,NA,NA,"C5H7N3O",5.53,126.066737,"[M+H]",1,"HILICPos",NA,4,"Mix2",190514,"ChEBI:27551","5-Methylcytosine","5-Methylcytosine"
"cpd:C08434","ChEBI:28871","New5","HILIC","N6-Methyladenine","6-Methyladenine","N6-Methyladenine","N6 Methyladenine",NA,NA,NA,NA,NA,NA,"C6H7N5",3.97,150.07797,"[M+H]",1,"HILICPos",NA,4,"Mix2",190514,"ChEBI:28871","6-Methylaminopurine; N6-Methyladenine","6-Methylaminopurine; N6-Methyladenine"
"cpd:C00386","ChEBI:15727","New5","HILIC","Carnosine","Carnosine","Carnosine","Carnosine",NA,NA,NA,NA,NA,NA,"C9H14N4O3",10.47,227.114416,"[M+H]",1,"HILICPos",NA,4,"Mix2",190514,"ChEBI:15727","Carnosine; Nalpha-(beta-alanyl)-L-histidine","Carnosine; Nalpha-(beta-alanyl)-L-histidine"
"cpd:C00386","ChEBI:15727","New5","HILIC","Carnosine","Carnosine","Carnosine","Carnosine",NA,NA,NA,NA,NA,NA,"C9H14N4O3",10.47,225.098766,"[M-H]",-1,"HILICNeg",NA,4,"Mix2",190514,"ChEBI:15727","Carnosine; Nalpha-(beta-alanyl)-L-histidine","Carnosine; Nalpha-(beta-alanyl)-L-histidine"
"cpd:C00140","ChEBI:506227","New5","HILIC","N-Acetyl-D-glucosamine","N-Acetylglucosamine","N-Acetylglucosamine","N Acetylglucosamine",NA,NA,NA,NA,NA,NA,"C8H15NO6",8.55,222.097764,"[M+H]",1,"HILICPos",NA,6,"Mix2",190514,"ChEBI:506227","N-Acetyl-D-glucosamine; N-Acetylchitosamine; 2-Acetamido-2-deoxy-D-glucose; GlcNAc","N-Acetyl-D-glucosamine; N-Acetylchitosamine; 2-Acetamido-2-deoxy-D-glucose; GlcNAc"
"cpd:C03793","ChEBI:165870","New5","HILIC","N6,N6,N6-Trimethyl-L-lysine","Trimethyl-L-lysine","lysine","lysine",NA,NA,NA,NA,NA,NA,"C9H20N2O2",17.14,189.160303,"[M+H]",1,"HILICPos",NA,4,"Mix2",190514,"ChEBI:58100","N6,N6,N6-Trimethyl-L-lysine","N6,N6,N6-Trimethyl-L-lysine"
"cpd:C01262","ChEBI:18323","New5","HILIC","Anserine","Anserine","Anserine","Anserine",NA,NA,NA,NA,NA,NA,"C10H16N4O3",8.55,241.130066,"[M+H]",1,"HILICPos",NA,4,"Mix2",190514,"ChEBI:18323","beta-Alanyl-N(pi)-methyl-L-histidine; Anserine","beta-Alanyl-N(pi)-methyl-L-histidine; Anserine"
"cpd:C01262","ChEBI:18323","New5","HILIC","Anserine","Anserine","Anserine","Anserine",NA,NA,NA,NA,NA,NA,"C10H16N4O3",8.55,239.114416,"[M-H]",-1,"HILICNeg",NA,4,"Mix2",190514,"ChEBI:18323","beta-Alanyl-N(pi)-methyl-L-histidine; Anserine","beta-Alanyl-N(pi)-methyl-L-histidine; Anserine"
"cpd:C02713","ChEBI:21615","New5","HILIC","N-Acetylmuramic acid","N-Acetylmuramic acid","MurNAc","MurNAc",NA,NA,NA,NA,NA,NA,"C11H19NO8",3.35,294.118894,"[M+H]",1,"HILICPos",NA,5,"Mix2",190514,"ChEBI:21615","N-Acetylmuramate; N-Acetylmuramic acid; N-Acetyl-D-muramoate","N-Acetylmuramate; N-Acetylmuramic acid; N-Acetyl-D-muramoate"
"cpd:C02713","ChEBI:21615","New5","HILIC","N-Acetylmuramic acid","N-Acetylmuramic acid","MurNAc","MurNAc",NA,NA,NA,NA,NA,NA,"C11H19NO8",3.35,292.103244,"[M-H]",-1,"HILICNeg",NA,5,"Mix2",190514,"ChEBI:21615","N-Acetylmuramate; N-Acetylmuramic acid; N-Acetyl-D-muramoate","N-Acetylmuramate; N-Acetylmuramic acid; N-Acetyl-D-muramoate"
"cpd:C00262","ChEBI:17368","New5","HILIC","Hypoxanthine","Hypoxanthine","Hypoxanthine","Hypoxanthine",NA,NA,NA,NA,NA,NA,"C5H4N4O",5.51,137.046336,"[M+H]",1,"HILICPos",NA,4,"Mix2",190514,"ChEBI:17368","Hypoxanthine; Purine-6-ol","Hypoxanthine; Purine-6-ol"
"cpd:C00262","ChEBI:17368","New5","HILIC","Hypoxanthine","Hypoxanthine","Hypoxanthine","Hypoxanthine",NA,NA,NA,NA,NA,NA,"C5H4N4O",5.51,135.030686,"[M-H]",-1,"HILICNeg",NA,4,"Mix2",190514,"ChEBI:17368","Hypoxanthine; Purine-6-ol","Hypoxanthine; Purine-6-ol"
"cpd:C01620","ChEBI:15908","New6","HILIC","Threonic acid","Threonic acid","Threonic acid","Threonic acid",NA,NA,NA,NA,NA,NA,"C4H8O5",10.37,135.02935,"[M-H]",-1,"HILICNeg",NA,4,"Mix1",190715,"ChEBI:15908",NA,"Threonate; L-Threonate; (2R,3S)-2,3,4-Trihydroxybutanoic acid"
"cpd:C05570","ChEBI:4828","New6","HILIC","Ergothioneine","Ergothioneine","Ergothioneine","Ergothioneine",NA,NA,NA,NA,NA,NA,"C9H15N3O2S",11.29,230.096324,"[M+H]",1,"HILICPos",NA,4,"Mix1",190715,"ChEBI:4828","Ergothioneine","Ergothioneine"
"cpd:C03722","ChEBI:16675","New6","HILIC","2,3-Pyridinedicarboxylic acid","Pyridinedicarboxylic acid","Pyridinedicarboxylic acid","Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,NA,"C7H5NO4",10.17,168.029684,"[M+H]",1,"HILICPos",NA,5,"Mix1",190715,"ChEBI:36112","Quinolinate; Pyridine-2,3-dicarboxylate; Quinolinic acid; 2,3-Pyridinedicarboxylic acid","Quinolinate; Pyridine-2,3-dicarboxylate; Quinolinic acid; 2,3-Pyridinedicarboxylic acid"
"cpd:C00624","ChEBI:172431","New6","HILIC","N-Acetyl-L-glutamic acid","Acetylglutamic acid","Acetylglutamic acid","Acetylglutamic acid",NA,NA,NA,NA,NA,NA,"C7H11NO5",11.84,NA,"[M-H]",-1,"HILICNeg",NA,4,"Mix1",190715,"ChEBI:17533","N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid","N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid"
"cpd:C00624","ChEBI:172431","New6","HILIC","N-Acetyl-L-glutamic acid","Acetylglutamic acid","Acetylglutamic acid","Acetylglutamic acid",NA,NA,NA,NA,NA,NA,"C7H11NO5",11.84,190.071549,"[M+H]",1,"HILICPos",NA,4,"Mix1",190715,"ChEBI:17533","N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid","N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid"
