"","Compound_Name","KEGG_Names","ChEBI_Code","IUPAC_Code","InChI_Key_Code","Canon_SMILES_Code","Classyfire","Compound_Name_SQL"
"279","L-Ornithine","L-Ornithine; (S)-2,5-Diaminovaleric acid; (S)-2,5-Diaminopentanoic acid; (S)-2,5-Diaminopentanoate","ChEBI:15729","(2S)-2,5-diaminopentanoic acid","AHLPHDHHMVZTML-BYPYZUCNSA-N","C(CC(C(=O)O)N)CN","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; level 8: L-alpha-amino acids","Ornithine"
"280","L-Phenylalanine","L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid","ChEBI:17295","(2S)-2-amino-3-phenylpropanoic acid","COLNVLDHVKWLRT-QMMMGPOBSA-N","C1=CC=C(C=C1)CC(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Phenylalanine and derivatives","Phenylalanine"
"281","L-Phenylalanine, 2H8",NA,NA,NA,NA,NA,NA,"L Phenylalanine 2H8"
"282","L-Proline","L-Proline; 2-Pyrrolidinecarboxylic acid","ChEBI:17203","(2S)-pyrrolidine-2-carboxylic acid","ONIBWKKTOPOVIA-BYPYZUCNSA-N","C1CC(NC1)C(=O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Proline and derivatives","Proline"
"283","L-Serine","L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine","ChEBI:17115","(2S)-2-amino-3-hydroxypropanoic acid","MTCFGRXMJLQNBG-REOHCLBHSA-N","C(C(C(=O)O)N)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Serine and derivatives","Serine"
"284","L-Threonine","L-Threonine; 2-Amino-3-hydroxybutyric acid","ChEBI:16857","(2S,3R)-2-amino-3-hydroxybutanoic acid","AYFVYJQAPQTCCC-GBXIJSLDSA-N","CC(C(C(=O)O)N)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; level 8: L-alpha-amino acids","Threonine"
"285","L-Tryptophan","L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid","ChEBI:16828","(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid","QIVBCDIJIAJPQS-VIFPVBQESA-N","C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Indolyl carboxylic acids and derivatives","Tryptophan"
"286","L-Tryptophan, 2H3",NA,NA,NA,NA,NA,NA,"L Tryptophan 2H3"
"287","L-Tyrosine","L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine","ChEBI:17895","(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid","OUYCCCASQSFEME-QMMMGPOBSA-N","C1=CC(=CC=C1CC(C(=O)O)N)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Tyrosine and derivatives; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Tyrosine and derivatives","Tyrosine"
"289","L-Valine","L-Valine; 2-Amino-3-methylbutyric acid","ChEBI:16414","(2S)-2-amino-3-methylbutanoic acid","KZSNJWFQEVHDMF-BYPYZUCNSA-N","CC(C)C(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Valine and derivatives","Valine"
"290","Lysophosphatidylcholine monoacylglycerol 18:1","1-Oleoylglycerophosphocholine; 1-Oleoyl-sn-glycero-3-phosphocholine","ChEBI:28610",NA,NA,NA,NA,"LPC MAG 18s1"
"292","Lysophosphatidylethanolamine monoacylglycerol 16:0",NA,"CHEBI:90452",NA,NA,NA,NA,"LPE MAG 16s0"
"294","Malic acid","(S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid; Malate; Malic acid","ChEBI:15589","2-hydroxybutanedioic acid","BJEPYKJPYRNKOW-UHFFFAOYSA-N","C(C(C(=O)O)O)C(=O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Hydroxy acids and derivatives; subclass: Beta hydroxy acids and derivatives","Malic acid"
"295","Malonyl-CoA","Malonyl-CoA; Malonyl coenzyme A","ChEBI:15531","3-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-3-oxopropanoic acid","LTYOQGRJFJAKNA-DVVLENMVSA-N","CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O","kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acyl thioesters; level 5: Acyl CoAs","Malonyl CoA"
"296","Maltose","Maltose; Malt sugar; alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose","ChEBI:17306","(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol","GUBGYTABKSRVRQ-ASMJPISFSA-N","C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O","kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Glycosyl compounds; level 6: O-glycosyl compounds","Maltose"
"297","Maltotetraose","Maltotetraose","ChEBI:143180","(2R,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6R)-6-[(2R,3S,4R,5R,6R)-4,5-dihydroxy-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol","LUEWUZLMQUOBSB-ZLBHSGTGSA-N","C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O","kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Oligosaccharides","Maltotetraose"
"298","Maltotriose","Maltotriose; Amylotriose","ChEBI:27931","(2R,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6R)-4,5-dihydroxy-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol","FYGDTMLNYKFZSV-PXXRMHSHSA-N","C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O","kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Oligosaccharides","Maltotriose"
"299","Melamine","Melamine; 2,4,6-Triamino-1,3,5-triazine","ChEBI:27915","1,3,5-triazine-2,4,6-triamine","JDSHMPZPIAZGSV-UHFFFAOYSA-N","C1(=NC(=NC(=N1)N)N)N","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Triazines; subclass: 1,3,5-triazines","Melamine"
"300","Melatonin","Melatonin; N-Acetyl-5-methoxytryptamine","ChEBI:16796","N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide","DRLFMBDRBRZALE-UHFFFAOYSA-N","CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Indoles; level 5: 3-alkylindoles","Melatonin"
"301","Menaquinone","Menaquinone; Vitamin K2","ChEBI:16374",NA,NA,NA,NA,"Menaquinone"
"303","Methyl indole-3-carboxylate",NA,"CHEBI:65019","methyl 1H-indole-3-carboxylate","QXAUTQFAWKKNLM-UHFFFAOYSA-N","COC(=O)C1=CNC2=CC=CC=C21","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Indolecarboxylic acids and derivatives","Methyl indole 3 carboxylate"
"304","Methylcobalamin","Methylcobalamin; Methylcob(III)alamin","ChEBI:28115","carbanide;cobalt(2+);[(2R,3S,4R,5S)-5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[(1R,2R,3R,5Z,7S,10Z,12S,13S,15Z,17S,18S,19R)-2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-24-id-3-yl]propanoylamino]propan-2-yl hydrogen phosphate","QXOMMGINPOYKPR-WYVZQNDMSA-M","[CH3-].CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+2]",NA,"Methylcobalamin"
"305","Methylphosphonic acid","Methylphosphonate","CHEBI:45129","methylphosphonic acid","YACKEPLHDIMKIO-UHFFFAOYSA-N","CP(=O)(O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic phosphonic acids and derivatives; subclass: Organic phosphonic acids","Methylphosphonic acid"
"306","Methylthioadenosine","5'-Methylthioadenosine; Methylthioadenosine; S-Methyl-5'-thioadenosine; 5-Methylthioadenosine; 5'-Deoxy-5'-(methylthio)adenosine; Thiomethyladenosine; MTA; 5'-Deoxy-5'-(methylsulfanyl)adenosine","ChEBI:17509","(2R,3R,4S,5S)-2-(6-aminopurin-9-yl)-5-(methylsulfanylmethyl)oxolane-3,4-diol","WUUGFSXJNOTRMR-IOSLPCCCSA-N","CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O","kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: 5'-deoxyribonucleosides; subclass: 5'-deoxy-5'-thionucleosides","Methylthioadenosine"
"307","Monesin","Monensin; Monensin A","ChEBI:27617","(2S,3S,4R)-4-[(2S,7S,8R,9S)-2-[(2R,5S)-5-ethyl-5-[(2R,3S,5R)-5-[(2S,3S,5R,6R)-6-hydroxy-6-(hydroxymethyl)-3,5-dimethyloxan-2-yl]-3-methyloxolan-2-yl]oxolan-2-yl]-7-hydroxy-2,8-dimethyl-1,10-dioxaspiro[4.5]decan-9-yl]-3-methoxy-2-methylpentanoic acid","GAOZTHIDHYLHMS-QVJPPVPRSA-N","CCC1(CCC(O1)C2(CCC3(O2)CC(C(C(O3)C(C)C(C(C)C(=O)O)OC)C)O)C)C4C(CC(O4)C5C(CC(C(O5)(CO)O)C)C)C",NA,"Monesin"
"308","MonoacylglycerolÂ 18:1",NA,NA,NA,NA,NA,NA,"MAG 18s1"
"309","Monogalactosyldiacylglycerol 16:3-18:3",NA,"CHEBI:141257",NA,NA,NA,NA,"MGDG 16s3_18s3"
"311","Muramic acid","Muramic acid; 3-O-alpha-Carboxyethyl-D-glucosamine; 2-Amino-3-O-[(R)-1-carboxyethyl]-2-deoxy-D-glucopyranose","ChEBI:7027","(2R)-2-[(3R,4R,5S,6R)-3-amino-2,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoic acid","MSFSPUZXLOGKHJ-PGYHGBPZSA-N","CC(C(=O)O)OC1C(C(OC(C1O)CO)O)N","kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Sugar acids and derivatives","Muramic acid"
"312","N-(3-Oxodecanoyl)homoserine lactone",NA,NA,NA,NA,NA,NA,"Oxodecanoyl homoserine lactone"
"313","N-(3-Oxododecanoyl)homoserine lactone",NA,NA,"3-oxo-N-(2-oxooxolan-3-yl)dodecanamide","PHSRRHGYXQCRPU-UHFFFAOYSA-N","CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives","Oxododecanoyl homoserine lactone"
"314","N-(3-Oxohexanoyl)homoserine lactone","N-(3-Oxohexanoyl)homoserine lactone","ChEBI:29640","3-oxo-N-(2-oxooxolan-3-yl)hexanamide","YRYOXRMDHALAFL-UHFFFAOYSA-N","CCCC(=O)CC(=O)NC1CCOC1=O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives","Oxohexanoyl homoserine lactone"
"315","N-(3-Oxooctanoyl)homoserine lactone","N-(3-Oxooctanoyl)homoserine lactone; N-(3-Oxooctanoyl)-L-homoserine lactone; OOHL",NA,"3-oxo-N-[(3S)-2-oxooxolan-3-yl]octanamide","FXCMGCFNLNFLSH-JTQLQIEISA-N","CCCCCC(=O)CC(=O)NC1CCOC1=O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives","Oxooctanoyl homoserine lactone"
"316","N-(4-Coumaroyl)-L-homoserine lactone","N-(4-Coumaroyl)-L-homoserine lactone",NA,"(E)-3-(4-hydroxyphenyl)-N-[(3S)-2-oxooxolan-3-yl]prop-2-enamide","CCIXZFJYFQJTGK-GQOHGMTASA-N","C1COC(=O)C1NC(=O)C=CC2=CC=C(C=C2)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives","p Coumoroyl HSL"
"317","N-Dodecanoyl-DL-homoserine lactone","N-3-Oxo-dodecanoyl-L-homoserine lactone; 3-Oxo-C12-HSL; 3-Oxo-N-[(3S)-tetrahydro-2-oxo-3-furanyl]-dodecanamide",NA,"3-oxo-N-[(3S)-2-oxooxolan-3-yl]dodecanamide","PHSRRHGYXQCRPU-AWEZNQCLSA-N","CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives","C12 HSL"
"318","N6,N6,N6-Trimethyl-L-lysine","N6,N6,N6-Trimethyl-L-lysine","ChEBI:165870","(2S)-2-amino-6-(trimethylazaniumyl)hexanoate","MXNRLFUSFKVQSK-QMMMGPOBSA-N","C[N+](C)(C)CCCCC(C(=O)[O-])N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; level 8: L-alpha-amino acids","Trimethyl L lysine"
"319","N6-Acetyl-L-lysine","N6-Acetyl-L-lysine","ChEBI:17752","(2S)-6-acetamido-2-aminohexanoic acid","DTERQYGMUDWYAZ-ZETCQYMHSA-N","CC(=O)NCCCCC(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; level 8: L-alpha-amino acids","Ne Acetyl lysine"
"320","N6-Dimethylallyladenine","N6-(Delta2-Isopentenyl)-adenine; N6-(3-Methylbut-2-enyl)adenine; 6-(gamma,gamma-Dimethylallylamino)purine; N6-Dimethylallyladenine","ChEBI:17660","N-(3-methylbut-2-enyl)-7H-purin-6-amine","HYVABZIGRDEKCD-UHFFFAOYSA-N","CC(=CCNC1=NC=NC2=C1NC=N2)C","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Imidazopyrimidines; subclass: Purines and purine derivatives; level 5: 6-aminopurines; level 6: 6-alkylaminopurines","Dimethylallyladenine"
"321","N6-Methyladenine","6-Methylaminopurine; N6-Methyladenine","ChEBI:28871","N-methyl-7H-purin-6-amine","CKOMXBHMKXXTNW-UHFFFAOYSA-N","CNC1=NC=NC2=C1NC=N2","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Imidazopyrimidines; subclass: Purines and purine derivatives; level 5: 6-aminopurines; level 6: 6-alkylaminopurines","N6 Methyladenine"
"322","N-Acetyl-D-glucosamine","N-Acetyl-D-glucosamine; N-Acetylchitosamine; 2-Acetamido-2-deoxy-D-glucose; GlcNAc","ChEBI:506227","N-[(3R,4R,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide","OVRNDRQMDRJTHS-RTRLPJTCSA-N","CC(=O)NC1C(C(C(OC1O)CO)O)O","kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Aminosaccharides; level 6: Amino sugars; level 7: Acylaminosugars","N Acetylglucosamine"
"323","N-Acetyl-L-glutamic acid","N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid","ChEBI:172431","(2S)-2-acetamidopentanedioic acid","RFMMMVDNIPUKGG-YFKPBYRVSA-N","CC(=O)NC(CCC(=O)O)C(=O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Glutamic acid and derivatives; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Glutamic acid and derivatives; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Glutamic acid and derivatives","Acetylglutamic acid"
"325","N-Acetylmuramic acid","N-Acetylmuramate; N-Acetylmuramic acid; N-Acetyl-D-muramoate","ChEBI:21615","(2R)-2-[(3R,4R,5S,6R)-3-acetamido-2,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoic acid","MNLRQHMNZILYPY-MKFCKLDKSA-N","CC(C(=O)O)OC1C(C(OC(C1O)CO)O)NC(=O)C","kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Aminosaccharides; level 6: Amino sugars; level 7: Acylaminosugars; kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Aminosaccharides; level 6: Amino sugars; level 7: Acylaminosugars","MurNAc"
"327","N-Acetyltaurine",NA,"CHEBI:84415","2-acetamidoethanesulfonic acid","CXJAAWRLVGAKDV-UHFFFAOYSA-N","CC(=O)NCCS(=O)(=O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids","N acetyltaurine"
"328","NAD","NAD+; NAD; Nicotinamide adenine dinucleotide; DPN; Diphosphopyridine nucleotide; Nadide; beta-NAD+","ChEBI:15846","[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate","BAWFJGJZGIEFAR-NNYOXOHSSA-N","C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N","kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: (5'->5')-dinucleotides","NAD"
"329","NADH","NADH; DPNH; Reduced nicotinamide adenine dinucleotide","ChEBI:16908","[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate","BOPGDPNILDQYTO-NNYOXOHSSA-N","C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O","kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: (5'->5')-dinucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: (5'->5')-dinucleotides","NADH"
"330","NADP","NADP+; NADP; Nicotinamide adenine dinucleotide phosphate; beta-Nicotinamide adenine dinucleotide phosphate; TPN; Triphosphopyridine nucleotide; beta-NADP+","ChEBI:18009","[[(2R,3R,4R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate","ZUXQIVQXILFYQI-QYZPTAICSA-O","C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.[Na]","kingdom: Organic_compounds; superclass: Nucleosides_nucleotides_and_analogues; class: (5->5)-dinucleotides; subclass: (5->5)-dinucleotides; level 5: (5->5)-dinucleotides; level 6: (5->5)-dinucleotides; level 7: (5->5)-dinucleotides; level 8: (5->5)-dinucleotides","NADP"
"331","NADPH","NADPH; TPNH; Reduced nicotinamide adenine dinucleotide phosphate","ChEBI:16474","[[(2R,3R,4R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate","ACFIXJIJDZMPPO-NNYOXOHSSA-N","C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O","kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: (5'->5')-dinucleotides","NADPH"
"332","N-Butyryl-L-homoserine lactone","N-Butyryl-L-homoserine lactone","ChEBI:29643","N-[(3R)-2-oxooxolan-3-yl]butanamide","VFFNZZXXTGXBOG-ZCFIWIBFSA-N","CCCC(=O)NC1CCOC1=O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives","C4 HSL"
"333","N-Decanoyl-L-homoserine lactone",NA,NA,"N-[(3S)-2-oxooxolan-3-yl]decanamide","TZWZKDULKILUPV-LBPRGKRZSA-N","CCCCCCCCCC(=O)NC1CCOC1=O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives","C10 HSL"
"334","N-Hexanoyl-L-homoserine lactone","N-Hexanoyl-L-homoserine lactone; C6-HSL; N-[(3S)-Tetrahydro-2-oxo-3-furanyl]-hexanamide",NA,"N-[(3S)-2-oxooxolan-3-yl]hexanamide","ZJFKKPDLNLCPNP-QMMMGPOBSA-N","CCCCCC(=O)NC1CCOC1=O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives","C6 HSL"
"335","Nicotinic acid","Nicotinate; Nicotinic acid; Niacin; 3-Pyridinecarboxylic acid","ChEBI:15940","pyridine-3-carboxylic acid","PVNIIMVLHYAWGP-UHFFFAOYSA-N","C1=CC(=CN=C1)C(=O)O","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pyridines and derivatives; subclass: Pyridinecarboxylic acids and derivatives; level 5: Pyridinecarboxylic acids; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pyridines and derivatives; subclass: Pyridinecarboxylic acids and derivatives; level 5: Pyridinecarboxylic acids","Nicotinic acid"
"337","N-Methyltaurine",NA,"CHEBI:176462","2-(methylamino)ethanesulfonic acid","SUZRRICLUFMAQD-UHFFFAOYSA-N","CNCCS(=O)(=O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids","N methyltaurine"
"338","N-Octanoyl-L-homoserine lactone","N-Octanoyl-L-homoserine lactone; C8-HSL; N-[(3S)-Tetrahydro-2-oxo-3-furanyl]octanamide",NA,"N-[(3S)-2-oxooxolan-3-yl]octanamide","JKEJEOJPJVRHMQ-JTQLQIEISA-N","CCCCCCCC(=O)NC1CCOC1=O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives","C8 HSL"
